Temperature,Humidity,Moisture,Soil Type,Nitrogen,Potassium,Phosphorous,Season,Region,Crop Type
36.4,42.2,37.7,Sandy,54,17,23,Zaid,North,Ground Nuts
38.0,42.4,58.7,Red,45,51,6,Zaid,South,Millets
37.8,79.0,19.7,Clayey,22,8,21,Kharif,East,Rice
29.2,84.5,34.5,Black,22,30,7,Kharif,Central,Millets
30.3,41.8,34.4,Black,12,51,17,Zaid,North,Cotton
18.7,57.6,51.5,Clayey,12,8,44,Rabi,West,Pulses
35.4,63.4,45.7,Loamy,20,18,31,Zaid,West,Millets
31.9,54.5,33.2,Black,55,26,22,Kharif,West,Millets
28.7,81.3,38.9,Loamy,46,25,10,Kharif,East,Oil seeds
31.9,47.7,41.6,Loamy,34,48,15,Zaid,South,Millets
29.4,90.4,49.9,Sandy,55,28,9,Kharif,South,Oil seeds
23.6,81.0,55.2,Loamy,25,16,40,Rabi,East,Barley
36.4,46.1,48.9,Loamy,28,20,22,Zaid,East,Millets
34.0,58.3,25.9,Black,17,8,42,Zaid,West,Millets
33.6,46.5,44.8,Loamy,23,45,17,Kharif,West,Rice
37.0,48.4,45.5,Clayey,13,39,6,Zaid,East,Tobacco
21.5,74.3,45.4,Alluvial,18,59,16,Rabi,South,Wheat
30.5,80.8,27.7,Clayey,15,43,24,Kharif,East,Rice
31.6,68.4,29.8,Black,28,35,11,Kharif,East,Cotton
28.5,58.1,41.0,Loamy,45,41,21,Kharif,East,Maize
34.7,66.4,40.7,Sandy,29,40,45,Kharif,East,Maize
22.8,57.2,40.9,Loamy,10,13,21,Rabi,West,Wheat
21.9,74.7,39.9,Sandy,29,5,42,Rabi,West,Wheat
17.8,58.1,44.9,Clayey,44,5,40,Rabi,South,Pulses
33.7,54.8,43.9,Clayey,13,14,29,Zaid,East,Tobacco
16.8,49.3,31.4,Clayey,22,54,8,Rabi,West,Barley
27.0,75.9,34.7,Loamy,36,41,46,Kharif,West,Rice
32.1,83.0,56.3,Sandy,12,8,30,Kharif,Central,Oil seeds
23.5,46.9,46.9,Black,25,33,23,Rabi,North,Cotton
31.3,73.8,54.6,Clayey,53,5,20,Kharif,South,Oil seeds
16.1,77.4,48.2,Clayey,41,55,20,Rabi,East,Barley
33.2,46.6,53.6,Black,51,5,16,Zaid,South,Cotton
35.1,77.0,39.5,Loamy,54,41,10,Kharif,South,Oil seeds
24.4,60.7,51.9,Loamy,50,56,10,Rabi,East,Wheat
14.5,71.9,33.0,Loamy,28,36,42,Rabi,South,Pulses
36.3,45.7,32.6,Black,32,32,29,Zaid,East,Millets
34.3,66.8,19.0,Sandy,43,26,42,Kharif,West,Maize
26.0,67.2,43.2,Black,48,52,27,Rabi,South,Cotton
28.7,77.3,46.0,Black,25,17,20,Kharif,South,Millets
23.4,69.6,51.7,Alluvial,37,17,45,Rabi,South,Rice
28.4,90.4,15.1,Clayey,41,7,42,Kharif,South,Maize
17.0,66.4,37.3,Black,47,23,12,Rabi,South,Cotton
15.3,59.0,47.5,Sandy,57,17,36,Rabi,North,Pulses
29.3,77.8,49.9,Black,36,20,39,Kharif,Central,Cotton
17.4,56.7,60.0,Clayey,48,18,49,Rabi,West,Pulses
29.1,65.0,31.4,Loamy,13,32,38,Kharif,East,Rice
37.6,64.1,40.6,Red,35,46,24,Kharif,West,Maize
32.3,70.4,29.8,Clayey,19,41,27,Kharif,Central,Maize
32.0,82.1,53.4,Sandy,59,6,43,Kharif,Central,Oil seeds
33.4,45.3,44.0,Clayey,20,47,14,Zaid,West,Ground Nuts
32.0,79.8,16.5,Black,31,27,35,Kharif,West,Millets
33.7,51.7,30.0,Sandy,48,58,32,Zaid,South,Tobacco
31.2,55.0,37.9,Black,39,46,21,Zaid,North,Millets
37.6,57.3,39.7,Loamy,26,18,21,Zaid,South,Millets
26.0,70.1,25.1,Clayey,46,31,18,Kharif,North,Maize
26.6,86.1,39.3,Black,18,21,42,Kharif,West,Cotton
17.9,58.5,47.8,Red,26,50,12,Rabi,South,Barley
33.0,75.4,19.1,Red,20,57,42,Kharif,North,Oil seeds
34.5,46.3,33.1,Red,50,27,17,Zaid,West,Millets
31.4,61.6,43.6,Clayey,41,6,31,Kharif,North,Rice
21.2,67.4,47.6,Red,42,34,24,Rabi,Central,Pulses
18.8,60.6,51.1,Alluvial,26,5,48,Rabi,North,Wheat
21.3,45.2,46.1,Alluvial,17,43,39,Rabi,North,Sugarcane
37.7,48.6,53.6,Clayey,14,24,41,Zaid,West,Millets
11.1,84.2,55.0,Clayey,43,21,23,Rabi,East,Pulses
18.9,77.4,42.8,Loamy,59,31,12,Rabi,South,Barley
31.2,65.6,51.2,Black,11,51,39,Kharif,South,Cotton
36.6,43.3,36.3,Sandy,48,38,40,Zaid,West,Ground Nuts
33.7,49.3,40.6,Black,34,28,19,Zaid,North,Cotton
21.3,54.9,40.0,Alluvial,23,18,10,Rabi,West,Sugarcane
28.2,76.6,43.0,Alluvial,48,48,36,Kharif,South,Sugarcane
33.4,52.4,43.1,Black,42,21,14,Zaid,South,Millets
26.8,65.8,63.4,Black,17,27,17,Kharif,North,Cotton
36.4,60.1,29.9,Alluvial,31,45,27,Zaid,East,Wheat
37.2,61.5,63.5,Alluvial,39,19,27,Zaid,West,Wheat
31.9,42.7,39.8,Clayey,48,10,22,Zaid,Central,Ground Nuts
37.2,61.0,42.0,Red,47,32,45,Zaid,Central,Millets
34.6,39.1,37.0,Black,50,45,40,Zaid,South,Millets
35.7,43.3,56.5,Red,35,58,17,Zaid,West,Ground Nuts
28.3,53.7,38.1,Red,41,29,31,Rabi,West,Wheat
19.7,72.1,39.1,Alluvial,57,12,28,Rabi,North,Wheat
14.7,43.3,42.7,Loamy,25,21,39,Rabi,South,Barley
34.7,41.3,44.6,Loamy,28,53,26,Zaid,Central,Ground Nuts
35.9,35.5,30.5,Loamy,17,29,26,Zaid,East,Ground Nuts
15.4,60.6,23.7,Loamy,24,54,19,Rabi,West,Wheat
20.3,56.9,59.3,Loamy,47,6,44,Rabi,West,Wheat
34.3,65.9,24.5,Clayey,49,8,43,Zaid,North,Ground Nuts
32.2,49.7,37.6,Red,22,25,22,Zaid,North,Ground Nuts
19.0,63.7,41.8,Black,30,23,31,Rabi,East,Cotton
21.4,68.2,30.3,Clayey,52,44,39,Rabi,West,Pulses
26.8,63.2,35.8,Sandy,20,43,20,Kharif,East,Oil seeds
18.0,58.3,57.6,Clayey,32,51,42,Rabi,Central,Pulses
35.4,42.1,41.1,Alluvial,47,24,41,Zaid,East,Wheat
35.3,42.9,40.9,Loamy,32,7,46,Zaid,Central,Ground Nuts
22.0,56.6,43.3,Loamy,11,53,45,Rabi,Central,Barley
36.9,45.2,45.7,Sandy,53,56,24,Zaid,East,Ground Nuts
25.4,42.4,33.3,Clayey,54,23,48,Rabi,East,Wheat
28.2,50.4,21.8,Loamy,34,11,31,Rabi,South,Pulses
14.2,62.4,20.2,Loamy,15,35,29,Rabi,North,Pulses
34.5,53.0,34.4,Red,36,45,17,Zaid,East,Ground Nuts
22.6,58.5,40.3,Black,31,59,15,Rabi,East,Cotton
34.7,52.0,34.3,Sandy,16,37,20,Zaid,West,Tobacco
35.8,51.6,51.2,Red,36,23,46,Zaid,Central,Tobacco
34.0,49.7,48.2,Sandy,58,25,46,Zaid,North,Tobacco
16.1,40.7,22.4,Sandy,26,24,30,Rabi,West,Pulses
14.9,51.9,45.1,Sandy,39,58,18,Rabi,South,Wheat
20.7,55.2,42.0,Black,11,59,39,Rabi,West,Millets
23.9,56.7,48.9,Loamy,31,11,42,Rabi,North,Barley
32.4,81.2,31.6,Alluvial,11,45,18,Kharif,South,Rice
14.4,58.2,42.8,Red,22,48,30,Rabi,West,Pulses
21.1,78.3,24.7,Red,42,17,27,Rabi,East,Barley
19.5,43.8,43.5,Black,23,53,20,Rabi,Central,Cotton
21.9,41.7,48.2,Red,22,34,28,Rabi,West,Pulses
13.9,51.2,45.1,Loamy,56,54,29,Rabi,Central,Barley
17.1,44.2,52.7,Loamy,58,20,38,Rabi,South,Pulses
34.7,56.3,39.8,Sandy,23,6,35,Zaid,East,Tobacco
25.7,76.5,49.6,Red,34,7,29,Kharif,West,Oil seeds
27.7,90.1,52.1,Alluvial,49,42,42,Kharif,North,Sugarcane
32.6,78.1,51.6,Black,23,42,40,Kharif,East,Millets
28.7,72.4,42.2,Loamy,42,45,10,Kharif,Central,Oil seeds
29.2,72.8,57.5,Black,11,8,33,Kharif,East,Millets
24.8,65.6,46.3,Red,26,14,39,Rabi,North,Wheat
31.8,70.9,39.3,Black,30,25,25,Kharif,South,Millets
35.2,50.9,50.0,Alluvial,27,12,25,Zaid,East,Sugarcane
33.0,36.7,58.9,Clayey,42,48,42,Zaid,South,Tobacco
32.7,38.0,56.2,Loamy,58,15,38,Zaid,Central,Ground Nuts
28.6,67.9,57.3,Black,56,51,45,Kharif,West,Millets
25.7,66.1,40.9,Alluvial,10,28,8,Rabi,South,Rice
21.0,46.4,29.3,Red,45,10,31,Rabi,South,Wheat
18.5,57.8,26.7,Clayey,45,34,14,Rabi,South,Wheat
17.4,50.6,52.5,Clayey,48,9,8,Rabi,North,Barley
27.7,81.4,36.7,Red,25,18,29,Kharif,East,Rice
32.7,74.4,26.1,Alluvial,48,47,30,Kharif,East,Wheat
33.2,52.1,37.0,Clayey,47,10,36,Zaid,West,Ground Nuts
33.5,62.3,37.3,Red,34,22,26,Zaid,West,Tobacco
39.0,37.5,47.3,Alluvial,48,14,29,Zaid,Central,Rice
29.5,88.4,32.9,Alluvial,50,13,49,Kharif,East,Wheat
26.0,62.8,16.3,Red,46,12,13,Kharif,South,Rice
15.6,41.1,51.7,Sandy,43,54,18,Rabi,Central,Barley
33.9,58.5,43.9,Loamy,28,21,30,Zaid,West,Ground Nuts
30.0,54.4,31.6,Alluvial,52,34,9,Kharif,Central,Rice
36.7,43.1,42.3,Clayey,17,16,46,Zaid,West,Tobacco
14.1,70.6,34.7,Clayey,36,38,19,Rabi,West,Pulses
34.2,36.8,47.4,Black,58,55,8,Zaid,East,Millets
35.1,44.1,46.2,Sandy,25,30,29,Zaid,West,Tobacco
31.1,80.2,31.3,Black,24,37,43,Kharif,East,Cotton
29.5,58.8,56.7,Loamy,35,44,32,Rabi,Central,Pulses
30.9,77.2,41.9,Alluvial,21,57,31,Kharif,North,Rice
37.2,51.9,24.0,Sandy,47,21,25,Zaid,North,Tobacco
33.4,59.8,43.5,Sandy,21,52,15,Zaid,West,Millets
36.7,56.2,38.1,Sandy,30,13,27,Zaid,Central,Tobacco
23.4,51.7,35.1,Alluvial,55,27,23,Rabi,North,Rice
38.0,54.1,30.3,Black,43,32,37,Zaid,North,Millets
20.1,41.4,47.9,Sandy,49,35,39,Rabi,Central,Pulses
34.7,48.1,40.6,Sandy,18,17,19,Zaid,East,Tobacco
29.6,76.5,47.1,Clayey,11,18,30,Kharif,South,Oil seeds
25.9,73.2,32.6,Red,52,50,32,Kharif,North,Oil seeds
33.2,46.5,47.4,Red,40,48,37,Zaid,Central,Ground Nuts
30.0,77.6,54.0,Alluvial,51,21,48,Kharif,West,Sugarcane
30.1,49.1,32.9,Alluvial,56,34,43,Rabi,East,Rice
31.8,87.8,24.9,Black,15,26,17,Kharif,West,Millets
33.9,67.5,49.6,Black,11,12,40,Zaid,West,Millets
17.7,54.1,46.6,Clayey,24,38,36,Rabi,West,Wheat
30.8,79.9,39.1,Clayey,56,52,18,Kharif,East,Oil seeds
36.5,52.5,41.8,Red,46,32,47,Zaid,South,Tobacco
29.7,82.8,40.2,Sandy,45,29,22,Kharif,West,Maize
29.3,75.0,41.8,Sandy,29,11,19,Kharif,West,Rice
33.1,57.9,44.5,Alluvial,31,22,16,Zaid,West,Rice
38.7,60.1,23.6,Clayey,11,45,32,Zaid,Central,Ground Nuts
33.4,51.3,43.3,Red,45,5,47,Zaid,East,Millets
18.0,33.5,42.0,Red,31,26,22,Rabi,East,Wheat
13.3,62.3,51.6,Alluvial,46,46,19,Rabi,West,Sugarcane
36.9,42.6,45.2,Red,26,6,18,Zaid,North,Ground Nuts
36.6,45.1,56.8,Loamy,16,58,14,Zaid,North,Ground Nuts
33.8,52.4,39.4,Black,38,24,21,Zaid,South,Millets
20.4,67.2,31.9,Sandy,37,24,23,Rabi,West,Barley
22.4,60.9,38.0,Black,22,44,43,Rabi,West,Cotton
30.1,70.7,56.6,Sandy,31,12,38,Kharif,East,Oil seeds
36.6,42.6,42.1,Red,21,32,36,Zaid,East,Millets
34.7,45.3,43.9,Black,13,40,30,Zaid,West,Millets
26.3,72.9,57.7,Alluvial,43,53,39,Kharif,North,Wheat
25.0,62.7,33.1,Loamy,48,45,31,Rabi,West,Wheat
27.3,68.8,29.0,Sandy,29,14,14,Kharif,Central,Maize
22.9,51.4,55.9,Loamy,37,44,31,Rabi,North,Pulses
31.2,75.2,35.8,Red,43,47,27,Kharif,South,Maize
35.1,53.3,43.5,Alluvial,22,15,28,Zaid,East,Rice
34.9,40.6,55.7,Loamy,42,36,46,Zaid,West,Millets
25.5,49.0,54.3,Clayey,28,48,10,Kharif,East,Maize
18.5,63.9,22.9,Sandy,51,14,14,Rabi,Central,Barley
35.2,42.4,50.0,Sandy,26,30,34,Zaid,Central,Ground Nuts
31.7,67.8,52.7,Sandy,49,57,25,Kharif,North,Oil seeds
33.1,43.2,31.2,Red,26,41,5,Zaid,West,Tobacco
34.5,32.4,33.1,Loamy,14,35,41,Zaid,West,Tobacco
29.7,53.9,33.7,Alluvial,15,19,19,Rabi,West,Sugarcane
34.1,53.3,36.9,Sandy,43,7,33,Zaid,West,Ground Nuts
21.2,64.3,26.0,Black,31,50,46,Kharif,North,Cotton
31.0,72.7,40.3,Red,18,44,9,Kharif,West,Oil seeds
33.4,73.4,38.2,Red,10,50,43,Kharif,East,Maize
33.0,88.6,47.2,Alluvial,20,51,14,Kharif,East,Rice
22.5,66.2,25.6,Loamy,47,6,7,Kharif,South,Maize
33.6,58.7,27.0,Loamy,46,59,26,Zaid,Central,Millets
27.7,84.4,41.9,Loamy,54,24,12,Kharif,East,Oil seeds
16.6,63.9,31.0,Sandy,18,30,20,Rabi,West,Pulses
19.2,55.4,40.1,Loamy,54,42,45,Rabi,South,Wheat
13.8,61.4,36.8,Sandy,59,18,20,Rabi,Central,Pulses
16.5,60.8,34.4,Red,15,19,25,Rabi,Central,Barley
24.7,59.2,51.0,Black,14,26,34,Rabi,North,Millets
19.7,62.7,50.9,Red,59,51,6,Rabi,North,Barley
30.0,68.3,54.4,Red,49,33,9,Kharif,South,Oil seeds
14.3,77.7,44.8,Black,41,19,40,Rabi,East,Cotton
30.8,60.8,29.9,Red,26,32,14,Zaid,East,Ground Nuts
29.7,70.0,45.2,Loamy,27,36,49,Kharif,North,Maize
23.2,79.3,41.7,Alluvial,26,16,11,Kharif,West,Wheat
33.8,56.9,48.8,Alluvial,12,49,23,Zaid,South,Sugarcane
27.2,76.0,38.2,Loamy,38,56,39,Kharif,Central,Maize
31.9,61.6,35.6,Sandy,44,55,48,Kharif,West,Maize
29.7,73.0,35.6,Black,57,37,48,Kharif,North,Cotton
37.1,49.6,20.7,Alluvial,27,11,23,Zaid,East,Rice
20.6,40.3,53.5,Clayey,13,8,42,Rabi,West,Barley
31.2,67.6,15.1,Loamy,49,15,41,Kharif,East,Oil seeds
34.5,39.8,33.9,Red,27,48,48,Zaid,North,Millets
36.8,49.9,30.2,Red,59,18,48,Zaid,North,Tobacco
36.0,49.7,14.2,Loamy,59,27,39,Zaid,Central,Millets
33.9,63.6,22.4,Red,45,59,24,Zaid,West,Millets
36.4,36.6,44.4,Clayey,11,10,25,Zaid,West,Tobacco
34.9,50.4,38.1,Alluvial,55,15,13,Zaid,West,Sugarcane
36.4,47.9,43.3,Black,29,29,32,Zaid,Central,Cotton
13.4,76.2,32.3,Clayey,55,40,38,Rabi,North,Pulses
32.9,63.1,44.5,Red,20,36,34,Zaid,South,Ground Nuts
21.1,62.6,35.2,Black,31,26,21,Rabi,North,Cotton
15.4,57.0,51.5,Sandy,45,13,10,Rabi,East,Wheat
15.9,42.1,45.5,Loamy,39,44,35,Rabi,West,Pulses
13.7,64.5,30.8,Alluvial,50,36,11,Rabi,West,Rice
22.1,68.1,48.2,Red,46,43,23,Rabi,North,Wheat
37.6,69.8,42.6,Sandy,40,19,15,Zaid,West,Tobacco
15.8,58.0,36.9,Loamy,31,43,19,Rabi,Central,Wheat
36.0,51.6,45.3,Loamy,59,35,27,Zaid,South,Ground Nuts
34.8,45.7,42.1,Sandy,12,57,25,Zaid,Central,Ground Nuts
15.4,62.2,52.7,Loamy,28,5,48,Rabi,West,Barley
34.8,56.8,46.5,Clayey,37,26,18,Zaid,East,Tobacco
22.1,82.4,36.8,Red,50,43,38,Rabi,Central,Barley
31.5,60.9,22.9,Red,17,22,37,Kharif,North,Maize
30.8,91.3,28.4,Black,42,44,27,Kharif,Central,Cotton
39.4,54.2,32.0,Black,40,21,11,Zaid,West,Millets
32.8,65.3,41.4,Red,59,57,29,Kharif,North,Oil seeds
28.7,76.2,19.0,Red,36,25,36,Kharif,Central,Oil seeds
34.5,55.8,39.3,Sandy,29,40,38,Zaid,East,Tobacco
19.4,76.4,43.2,Alluvial,22,48,31,Rabi,East,Wheat
34.6,40.5,16.1,Clayey,45,7,44,Zaid,North,Millets
30.4,57.6,61.0,Sandy,49,11,49,Kharif,Central,Oil seeds
28.9,54.6,51.4,Black,17,55,9,Kharif,East,Cotton
32.9,52.7,44.7,Black,40,39,10,Zaid,South,Cotton
30.5,72.7,21.6,Sandy,42,14,20,Kharif,Central,Maize
30.9,62.7,37.1,Loamy,33,36,48,Kharif,North,Maize
34.3,62.1,53.6,Loamy,21,10,18,Kharif,West,Maize
37.7,58.3,37.5,Loamy,20,46,7,Zaid,West,Ground Nuts
36.3,64.9,35.1,Red,40,36,30,Zaid,Central,Millets
27.4,71.4,60.3,Alluvial,53,35,26,Kharif,North,Wheat
25.2,88.2,51.9,Black,24,15,9,Kharif,South,Millets
18.8,68.7,41.7,Clayey,12,14,36,Rabi,South,Wheat
31.2,54.9,31.3,Loamy,24,28,5,Kharif,Central,Rice
29.9,68.8,28.8,Loamy,55,46,46,Kharif,West,Oil seeds
28.5,71.6,40.4,Black,56,23,18,Rabi,Central,Millets
30.4,80.3,28.2,Black,48,12,30,Kharif,Central,Cotton
26.6,67.5,48.3,Red,18,52,48,Kharif,West,Maize
30.2,76.7,34.0,Clayey,37,51,10,Kharif,South,Maize
18.1,69.4,47.1,Red,29,17,32,Rabi,North,Wheat
29.9,80.5,46.8,Loamy,27,35,9,Kharif,East,Maize
25.2,70.9,34.9,Red,58,52,21,Kharif,Central,Rice
32.5,67.2,58.5,Clayey,40,21,7,Kharif,South,Maize
33.2,48.7,59.3,Sandy,54,23,12,Zaid,South,Ground Nuts
34.9,37.4,31.7,Red,10,33,43,Zaid,Central,Tobacco
32.7,53.8,71.5,Sandy,20,22,26,Zaid,West,Ground Nuts
37.2,71.1,40.6,Black,28,31,32,Zaid,Central,Millets
33.5,41.4,39.0,Clayey,55,42,10,Zaid,North,Millets
35.6,63.9,44.3,Sandy,26,11,43,Zaid,North,Tobacco
30.5,83.9,50.8,Alluvial,17,34,9,Kharif,South,Wheat
28.7,65.6,29.2,Alluvial,53,19,34,Kharif,East,Wheat
32.3,53.4,51.0,Black,57,43,34,Zaid,Central,Cotton
25.7,65.2,41.6,Red,36,59,49,Kharif,Central,Maize
31.3,66.8,42.8,Alluvial,41,43,30,Kharif,East,Sugarcane
23.3,54.9,41.3,Sandy,31,57,26,Rabi,South,Barley
31.7,56.1,39.8,Loamy,58,45,11,Kharif,East,Maize
29.2,57.4,29.6,Alluvial,23,40,36,Kharif,West,Rice
16.0,61.3,36.3,Clayey,41,35,12,Rabi,Central,Pulses
30.5,71.9,38.6,Sandy,36,45,44,Kharif,North,Maize
31.5,88.5,19.1,Alluvial,26,6,44,Kharif,Central,Wheat
33.7,57.4,54.0,Red,12,18,21,Zaid,Central,Millets
36.8,41.2,37.8,Red,37,12,30,Zaid,South,Tobacco
36.2,52.4,28.6,Loamy,36,14,20,Zaid,Central,Millets
34.2,41.0,36.7,Sandy,10,7,31,Zaid,West,Ground Nuts
32.7,86.8,37.9,Sandy,46,46,5,Kharif,South,Maize
25.2,64.2,41.4,Alluvial,39,22,46,Rabi,South,Sugarcane
35.5,50.9,31.5,Loamy,10,12,30,Zaid,East,Tobacco
29.1,88.7,39.0,Red,55,33,39,Kharif,Central,Oil seeds
32.5,82.1,44.0,Clayey,11,21,6,Kharif,South,Oil seeds
34.7,49.7,31.3,Loamy,45,40,29,Zaid,East,Ground Nuts
25.2,63.5,39.5,Black,11,57,23,Rabi,West,Millets
31.4,64.8,52.9,Sandy,32,30,19,Kharif,Central,Oil seeds
22.0,48.9,51.8,Black,54,43,44,Rabi,West,Cotton
33.1,73.7,51.7,Clayey,46,43,9,Kharif,Central,Oil seeds
34.5,51.6,66.9,Sandy,29,30,14,Zaid,North,Millets
17.1,58.6,38.2,Red,33,11,31,Rabi,South,Barley
16.5,78.0,55.3,Alluvial,21,7,25,Rabi,West,Sugarcane
32.9,57.0,40.5,Red,11,59,33,Zaid,Central,Millets
32.1,90.9,56.9,Clayey,13,41,33,Kharif,West,Oil seeds
24.2,69.2,37.0,Alluvial,58,5,29,Kharif,West,Wheat
35.5,34.8,75.4,Sandy,43,58,24,Zaid,West,Millets
27.9,84.7,25.0,Red,12,28,21,Kharif,Central,Maize
35.5,47.7,39.5,Loamy,38,14,33,Zaid,North,Ground Nuts
34.5,50.6,41.7,Loamy,13,32,24,Zaid,East,Millets
19.9,65.9,37.2,Alluvial,40,56,37,Rabi,West,Sugarcane
24.4,80.9,24.8,Sandy,40,57,21,Kharif,South,Rice
33.5,53.2,32.1,Alluvial,25,52,10,Zaid,South,Rice
37.3,47.2,43.2,Sandy,22,56,46,Zaid,West,Tobacco
29.0,76.6,39.7,Clayey,37,17,42,Kharif,North,Rice
31.1,86.6,50.9,Loamy,20,8,35,Kharif,South,Oil seeds
30.8,36.4,29.5,Sandy,19,49,34,Zaid,West,Ground Nuts
20.3,61.6,36.2,Alluvial,50,34,16,Rabi,East,Rice
30.9,73.7,34.2,Red,23,25,26,Kharif,North,Rice
32.1,71.5,28.4,Alluvial,31,50,36,Kharif,West,Wheat
37.6,49.9,46.6,Black,48,47,27,Zaid,North,Millets
15.1,43.5,35.8,Loamy,16,33,40,Rabi,West,Barley
26.6,82.6,44.5,Clayey,45,49,27,Kharif,West,Oil seeds
34.2,75.3,31.2,Alluvial,49,19,47,Kharif,East,Sugarcane
34.2,68.8,51.8,Alluvial,51,48,8,Kharif,West,Wheat
30.3,61.7,48.3,Clayey,45,14,11,Rabi,South,Barley
36.0,49.4,32.2,Loamy,59,20,29,Zaid,Central,Ground Nuts
35.4,58.6,47.9,Alluvial,23,19,13,Zaid,South,Sugarcane
22.0,53.3,28.5,Loamy,29,36,12,Rabi,North,Barley
34.4,58.9,45.7,Clayey,15,47,8,Zaid,North,Tobacco
34.2,42.4,39.9,Red,30,11,35,Zaid,West,Ground Nuts
33.3,61.1,22.4,Clayey,44,34,32,Zaid,South,Ground Nuts
22.6,59.6,38.8,Sandy,14,54,39,Rabi,North,Barley
33.1,64.1,37.0,Black,54,12,26,Zaid,North,Cotton
28.0,73.7,39.1,Black,13,22,15,Rabi,South,Cotton
31.4,66.9,42.8,Alluvial,56,13,44,Kharif,Central,Rice
29.5,87.6,34.7,Sandy,14,35,26,Kharif,South,Oil seeds
29.7,71.1,37.8,Sandy,46,36,29,Kharif,North,Oil seeds
35.7,48.6,39.3,Clayey,59,35,36,Zaid,Central,Ground Nuts
32.6,69.3,53.7,Red,19,22,27,Kharif,Central,Maize
27.6,38.6,38.0,Red,25,22,20,Rabi,East,Wheat
28.8,72.9,44.4,Loamy,21,32,42,Kharif,West,Oil seeds
16.8,35.1,35.4,Loamy,41,58,12,Rabi,South,Pulses
33.1,75.1,45.3,Loamy,34,23,14,Kharif,West,Rice
23.0,67.6,41.4,Loamy,11,8,33,Kharif,Central,Oil seeds
28.1,74.0,38.3,Black,50,48,19,Kharif,Central,Cotton
32.5,57.8,41.0,Red,50,30,49,Zaid,Central,Millets
33.3,64.1,25.5,Black,26,38,7,Kharif,West,Millets
31.4,44.6,37.8,Black,43,35,30,Zaid,South,Millets
24.7,75.2,39.5,Alluvial,53,13,29,Kharif,East,Sugarcane
32.0,86.8,26.9,Alluvial,46,41,20,Kharif,North,Sugarcane
16.6,47.9,47.8,Sandy,52,34,31,Rabi,West,Wheat
29.8,59.7,64.7,Sandy,16,14,26,Kharif,North,Maize
27.2,70.9,44.8,Red,27,37,27,Kharif,South,Oil seeds
35.3,58.5,42.9,Red,26,18,32,Zaid,North,Millets
11.8,70.8,48.4,Clayey,11,57,38,Rabi,West,Barley
32.4,43.3,29.0,Loamy,35,7,32,Zaid,South,Ground Nuts
21.0,72.8,33.9,Sandy,48,57,24,Rabi,North,Barley
28.8,80.8,42.9,Red,28,17,8,Kharif,Central,Rice
38.0,60.2,30.0,Red,36,53,23,Zaid,North,Ground Nuts
37.1,46.6,44.0,Red,31,54,19,Zaid,South,Millets
26.2,55.7,46.8,Alluvial,25,58,22,Rabi,West,Sugarcane
20.5,79.4,40.9,Red,52,47,49,Rabi,South,Barley
34.2,37.5,26.6,Alluvial,36,21,19,Zaid,West,Wheat
32.2,89.3,40.7,Alluvial,51,52,38,Kharif,North,Rice
28.9,64.1,33.0,Sandy,58,32,24,Kharif,West,Oil seeds
33.0,45.8,42.8,Clayey,53,24,37,Zaid,North,Ground Nuts
31.7,64.9,51.0,Black,26,18,40,Zaid,South,Millets
36.0,54.7,55.7,Clayey,42,36,48,Zaid,South,Millets
29.6,59.6,37.2,Clayey,26,34,32,Kharif,West,Oil seeds
16.0,69.2,27.8,Loamy,38,42,8,Rabi,Central,Wheat
31.0,69.2,35.1,Loamy,11,44,17,Kharif,South,Oil seeds
17.5,71.8,33.2,Black,57,52,40,Rabi,Central,Millets
35.7,59.6,36.9,Alluvial,49,50,11,Kharif,North,Rice
35.5,61.1,37.9,Black,51,50,22,Zaid,Central,Millets
31.5,82.0,43.3,Sandy,55,17,22,Kharif,East,Oil seeds
32.8,84.3,42.2,Black,24,55,44,Kharif,East,Millets
36.2,47.3,43.2,Alluvial,24,17,22,Zaid,East,Sugarcane
36.0,61.1,20.0,Clayey,20,29,10,Zaid,East,Tobacco
34.2,52.5,54.2,Clayey,29,7,20,Zaid,West,Ground Nuts
34.2,50.4,20.2,Black,53,27,29,Kharif,East,Millets
35.7,64.6,39.7,Red,53,17,8,Kharif,East,Maize
33.5,64.7,39.2,Clayey,18,37,27,Kharif,South,Oil seeds
27.6,64.7,19.4,Alluvial,30,19,28,Kharif,West,Rice
33.7,67.9,39.1,Loamy,18,25,21,Kharif,West,Oil seeds
18.5,58.2,43.1,Black,35,28,15,Rabi,West,Cotton
31.9,78.4,60.8,Sandy,53,43,46,Kharif,North,Rice
16.5,67.5,38.1,Red,38,15,25,Rabi,South,Wheat
16.5,66.4,35.2,Loamy,47,57,27,Rabi,East,Wheat
22.9,56.1,24.1,Clayey,44,21,29,Rabi,West,Pulses
34.6,54.5,49.6,Black,22,52,31,Zaid,North,Millets
30.3,90.6,46.3,Alluvial,35,16,26,Kharif,West,Sugarcane
31.0,71.4,34.9,Black,29,45,43,Kharif,East,Millets
15.1,51.1,57.3,Sandy,27,47,33,Rabi,West,Barley
21.5,61.1,37.5,Alluvial,43,8,7,Rabi,West,Rice
17.5,57.4,30.6,Black,21,9,31,Rabi,West,Millets
25.5,55.4,48.5,Red,13,28,25,Rabi,North,Wheat
11.0,73.4,30.1,Red,58,35,6,Rabi,North,Wheat
